﻿主播ID,主播昵称,抖音号,抖音号（原）,火山号,火山号（原）,粉丝数,上次开播时间,签约类型,运营经纪人,招募经纪人,首播时间,入会时间,西瓜号,备注,分成比-直播音浪收益,视频个播有效天,开播总时长,开播有效时长,涨粉,人气峰值,feed看播时长,作品数,视频播放量,视频点赞量,视频评论量,feed_acu,主播标签
109151925521,诱惑,1849462916,1849462916,,0,474,5小时前,普通主播,星河计划二十八期,星河计划,2025-08-11,2026-02-26,-,17村,50,1,8小时18分钟43秒,8小时18分钟43秒,14,15,24小时34分钟7秒,1,1303,20,20,3,
66860734909,阿星哆来咪,61905561,61905561,1429950859,1429950859,1781,4小时前,普通主播,星河计划,星河计划,2025-06-30,2023-12-19,-,6村,50,1,1小时46分钟32秒,1小时46分钟32秒,19,39,24小时20分钟58秒,1,177250,139,1516,14,
86410198134,大话2一只阳,1093372764,1093372764,1335953239,1335953239,2240,2日前,普通主播,星河计划,星河计划,2020-04-16,2024-01-23,-,待淘汰,50,1,5小时4分钟10秒,5小时4分钟10秒,7,35,24小时16分钟47秒,1,1159,6,0,5,
93652526277,大话西游火火,991934676,991934676,814433943,814433943,3485,8小时前,普通主播,星河计划,星河计划,2023-03-12,2024-01-23,-,6村,50,1,4小时27分钟33秒,4小时27分钟33秒,4,28,23小时58分钟25秒,2,8062,13,25,5,
2782229789157823,大话西游2一枝独秀、,90425468965,90425468965,90425468965,90425468965,2276,1日前,普通主播,星河计划,星河计划,2024-09-25,2024-04-13,-,13村,50,1,9小时56分钟8秒,9小时56分钟8秒,7,26,23小时53分钟35秒,1,3640,3,7,2,
3026335510299976,大话西游2 阿云,44567099114,44567099114,44567099114,44567099114,5143,21小时前,普通主播,星河计划-进阶,星河计划,2024-12-27,2024-09-27,-,20村,50,1,3小时47分钟6秒,3小时47分钟6秒,127,26,23小时41分钟12秒,0,904458,1108,48,6,
61854105343,佩恩,174434134,174434134,1299847981,1299847981,2296,2小时前,普通主播,星河计划,免费版,2023-08-16,2024-12-18,-,7村-免费版,50,1,2小时57分钟57秒,2小时57分钟57秒,2,38,23小时18分钟6秒,0,20,0,0,8,
88290283776,大话2石头,271873076,271873076,,0,1463,8小时前,普通主播,星河计划二十五期,免费版,2025-05-05,2025-12-03,-,7村-免费版,50,1,9小时28分钟32秒,9小时28分钟32秒,26,16,23小时5分钟31秒,1,6355,22,46,2,
74460080182,全世界你最大,165830180,165830180,731657628,731657628,250,18小时前,普通主播,星河计划二十六期,星河计划,2021-03-01,2026-01-05,-,13村,50,1,4小时20分钟8秒,4小时20分钟8秒,13,14,22小时37分钟25秒,0,380,5,0,5,
2044729890973260,远洋渔夫,yuanyangyufu,2252825033,yuanyangyufu,1054444846,527,3小时前,普通主播,星河计划二十八期,星河计划,2025-11-11,2026-02-26,-,16村,50,1,5小时4分钟50秒,5小时4分钟50秒,9,18,21小时21分钟28秒,1,1572,12,5,4,
92324887148,小王杰（大话2怀旧）,337691041,337691041,904369764,904369764,485,18小时前,普通主播,星河计划,怀旧服,2020-05-02,2025-08-13,-,免费版直播村,50,1,7小时53分钟47秒,7小时33分钟57秒,9,18,21小时18分钟12秒,0,9,0,0,3,
1090357762720030,大话2赌毒没有好下场丶,ys136692603,4134310279,ys136692603,3886034072,1715,20小时前,普通主播,星河计划二十八期,免费版,2024-10-26,2026-03-03,-,35村-免费版,50,1,3小时55分钟17秒,3小时55分钟17秒,5,21,20小时46分钟12秒,0,21,0,0,5,
3183815997795389,大话西游怀旧江流,youxilong349,3990902350,youxilong349,3742393195,206,15小时前,普通主播,星河计划二十五期,怀旧服,2025-12-09,2025-12-09,-,35村-免费版,50,1,3小时27分钟56秒,3小时27分钟56秒,6,19,20小时40分钟31秒,0,119,7,3,6,
67964114042,大话2凯子,tk142733,1435330830,tk142733,854407274,7724,3小时前,普通主播,星河计划,星河计划,2024-06-07,2024-09-22,-,2村,50,1,3小时12分钟21秒,3小时12分钟21秒,11,30,20小时38分钟59秒,1,2762,7,8,6,
94435577250,晨晓晓,571296080,571296080,1708075036,1708075036,3186,6小时前,普通主播,情义计划,怀旧服,2020-04-07,2025-06-27,-,免费版,50,0,0小时28分钟36秒,0小时28分钟36秒,5,14,20小时28分钟52秒,1,3447,16,134,43,
3189008182545415,大话2火中凤,54802800333,54802800333,54802800333,54802800333,1587,0小时前,普通主播,星河计划,星河计划,2024-09-24,2024-09-18,-,23村,50,1,6小时23分钟58秒,6小时23分钟58秒,0,28,20小时28分钟43秒,0,448,6,2,3,
3837773505897620,大话西游2小宁,65476323746,65476323746,65476323746,65476323746,2204,18小时前,普通主播,星河计划,星河计划,2023-09-27,2025-03-10,-,21村,50,1,6小时24分钟37秒,6小时24分钟37秒,2,21,19小时6分钟31秒,0,338,2,0,3,
79176182687,月舞,1751176475,1751176475,1043119039,1043119039,24363,7小时前,普通主播,情义计划,,2021-12-21,2023-07-07,-,,50,1,5小时24分钟25秒,5小时21分钟44秒,9,21,18小时57分钟28秒,0,4859,22,3,4,
61063245186,大话西游2团子,93654499,93654499,1111203861,1111203861,72513,1日前,普通主播,星河计划-进阶,怀旧服,2024-06-12,2024-04-25,-,*28村-免费版,50,1,6小时18分钟34秒,6小时18分钟34秒,14,14,18小时30分钟59秒,3,2421,49,50,3,
103829383530,大话西游2潇潇,dyaqtlq4x6bu,3741679289,dyaqtlq4x6bu,3500021726,2524,3小时前,普通主播,星河计划-进阶,星河计划,2024-10-18,2024-09-05,-,16村,50,1,14小时21分钟31秒,14小时21分钟31秒,15,20,18小时5分钟17秒,2,41029,62,10,1,
95806234368,折扇公子,1170419415,1170419415,1796637694,1796637694,12763,1日前,金牌主播,情义计划,,2022-01-18,2023-08-20,-,,50,1,7小时16分钟36秒,7小时16分钟36秒,3,21,18小时2分钟20秒,0,3825,12,7,2,
4088453293673668,怀旧涛仔,39809717319,39809717319,39809717319,39809717319,6580,14小时前,普通主播,星河计划,怀旧服,2024-09-09,2025-01-06,-,28村-免费版,50,1,4小时53分钟19秒,4小时53分钟19秒,19,42,17小时59分钟41秒,0,20,0,0,4,
281131175124595,大话2荔浦小芋头,lipuxiaoyutou,4019406254,lipuxiaoyutou,3772182217,1926,21小时前,普通主播,星河计划,星河计划,2024-11-30,2025-09-26,-,23村,50,1,7小时31分钟54秒,7小时31分钟54秒,7,17,17小时55分钟26秒,2,3185,13,5,2,
103591685467,大话2瑛子,2013160713,2013160713,1024676344,1024676344,518,1日前,普通主播,星河计划,星河计划,2025-05-01,2025-04-28,-,31村,50,1,13小时48分钟21秒,13小时48分钟21秒,1,14,17小时51分钟51秒,0,77,2,0,1,
2907527273516382,不讲李先生,tianjinlzb,74663810205,tianjinlzb,74663810205,3337,23小时前,普通主播,星河计划,怀旧服,2024-10-08,2024-11-21,-,28村-免费版,50,1,2小时43分钟38秒,2小时43分钟38秒,3,21,17小时3分钟49秒,0,1342,7,4,6,
3672000592878455,大话西游2伤感,dnfyihan0502,2930897790,dnfyihan0502,1619806838,2787,1日前,普通主播,星河计划,怀旧服,2023-02-22,2025-02-22,-,35村-免费版,50,1,7小时27分钟55秒,7小时27分钟55秒,3,17,16小时33分钟46秒,0,153,0,0,2,
2439141825197236,大话西游2黑炎,93862860143,93862860143,93862860143,93862860143,372,9小时前,普通主播,星河计划,星河计划,2024-11-17,2024-10-09,-,23村,50,1,16小时54分钟49秒,16小时54分钟49秒,1,8,16小时21分钟2秒,0,148,1,0,1,
99026172641,林溪宿,973142412,973142412,761722673,761722673,3150,1小时前,普通主播,星河计划,怀旧服,2024-11-11,2024-11-14,-,7村-免费版,50,1,2小时57分钟42秒,2小时37分钟4秒,2,24,16小时19分钟36秒,0,91,0,0,6,
67174686852,阿聪,126333892,126333892,1830949678,1830949678,59012,20小时前,普通主播,星河计划二十六期,星河计划,2019-04-30,2026-01-12,-,16村,50,1,4小时9分钟56秒,4小时9分钟30秒,39,23,16小时5分钟9秒,1,11731,65,11,4,
104338540623,小灰灰,1463222909,1463222909,1875979897,1875979897,2190,18小时前,普通主播,星河计划,星河计划,2024-01-06,2024-07-04,-,22村,50,1,6小时22分钟10秒,6小时22分钟10秒,3,30,15小时59分钟20秒,0,682,2,0,3,
104396905252,大话西游2宸,1486985570,1486985570,792826516,792826516,1843,7小时前,普通主播,星河计划二十四期,星河计划,2025-10-31,2025-10-30,-,21村,50,1,7小时13分钟25秒,7小时13分钟25秒,2,16,15小时51分钟24秒,0,205,0,0,2,
58765449606,大话夏洛特2,weichangfeng,1903881718,weichangfeng,923112951,15685,0小时前,普通主播,情义计划,,2022-04-18,2023-07-13,-,,50,1,3小时43分钟27秒,3小时43分钟27秒,3,26,15小时49分钟15秒,0,3206,12,5,4,
2766837479638343,大话西游2百事,95773777700,95773777700,95773777700,95773777700,4702,20小时前,普通主播,星河计划,星河计划,2024-01-23,2024-01-27,-,6村,50,1,4小时30分钟14秒,4小时30分钟14秒,7,23,15小时48分钟31秒,1,7966,10,4,4,
97726630154,大话西游2榆林小伙,877690327,877690327,1444318704,1444318704,5561,6小时前,普通主播,星河计划,星河计划,2022-12-30,2024-03-28,-,3村,50,1,3小时5分钟52秒,3小时5分钟52秒,8,22,15小时39分钟56秒,1,8834,20,26,5,
12927082984,抖音凌风,wtl20210711,591989867,wtl20210711,1907720732,106,1日前,普通主播,星河计划,怀旧服,2024-03-18,2025-10-09,-,7村-免费版,50,1,5小时45分钟45秒,5小时45分钟45秒,12,11,15小时21分钟16秒,0,618,0,2,3,
981201700259688,龙儿,35566037126,35566037126,35566037126,35566037126,1093,0小时前,普通主播,星河计划二十七期,星河计划,2026-01-09,2026-01-27,-,1村,50,1,3小时57分钟40秒,3小时57分钟40秒,15,18,15小时16分钟18秒,0,163,1,1,4,
1308831543466512,大话西游2甜妹,tianmei2024,50628068237,tianmei2024,50628068237,2275,7小时前,普通主播,星河计划,星河计划,2024-06-13,2024-04-03,-,6村,50,1,8小时57分钟20秒,8小时57分钟20秒,6,25,15小时7分钟43秒,2,3233,55,20,2,
64136973974,大傲雪-大话西游2,788358646,788358646,744911728,744911728,6887,18小时前,普通主播,星河计划,星河计划,2019-05-31,2023-11-20,-,待淘汰,50,1,4小时55分钟20秒,4小时52分钟13秒,2,17,14小时50分钟34秒,0,3398,6,29,3,
2286608038800392,大话西游2亚菲,36370136546,36370136546,36370136546,36370136546,5669,5小时前,普通主播,星河计划-进阶,星河计划,2025-04-21,2025-02-20,-,16村,50,1,3小时39分钟39秒,3小时39分钟39秒,19,18,14小时40分钟49秒,1,14396,91,54,4,
66251944338,傲芯,aoxin_520,2940814748,aoxin_520,1919250063,4473,4小时前,普通主播,情义计划,情义计划,2023-06-10,2025-06-25,-,,50,1,2小时56分钟30秒,2小时56分钟30秒,6,21,14小时39分钟23秒,0,7105,34,15,5,
111022721562,怀旧二条,2015224520,2015224520,1182902316,1182902316,545,3日前,普通主播,星河计划,怀旧服,2023-02-07,2025-03-08,-,7村-免费版,50,1,4小时53分钟52秒,4小时53分钟52秒,2,14,14小时26分钟15秒,0,231,-1,0,3,
1764088054037928,运筹帷幄的小安静,89203359348,89203359348,89203359348,89203359348,1807,7小时前,普通主播,星河计划,星河计划,2024-01-21,2024-01-23,-,6村,50,1,3小时7分钟39秒,3小时7分钟39秒,3,21,14小时22分钟12秒,0,283,-1,0,5,
2164284852022024,明若轻兮♥,25860157691,25860157691,25860157691,25860157691,6073,0小时前,普通主播,星河计划-进阶,,2023-12-17,2023-12-20,-,11村,50,1,2小时40分钟2秒,2小时40分钟2秒,2,21,14小时10分钟14秒,0,325,-2,0,5,
90597785608743,大话2曹云,47972639704,47972639704,47972639704,47972639704,1004,1小时前,普通主播,星河计划二十五期,星河计划,2025-12-02,2025-12-24,-,3村,50,1,1小时58分钟54秒,1小时56分钟29秒,2,24,14小时9分钟29秒,0,168,-2,0,7,
566994413571208,大话西游2半岛,64756101548,64756101548,64756101548,64756101548,2714,4小时前,普通主播,星河计划-进阶,星河计划,2023-05-17,2023-11-20,-,2村,50,1,8小时8分钟39秒,8小时8分钟39秒,3,33,14小时9分钟7秒,2,721,5,0,2,
2145897477587687,大话2葡萄,36712769375,36712769375,36712769375,36712769375,808,16小时前,普通主播,星河计划,免费版,2022-06-18,2025-03-20,-,7村-免费版,50,1,2小时54分钟59秒,2小时52分钟29秒,0,21,13小时15分钟48秒,0,173,0,0,5,
75884334691,高仙女不讲李,Gt_Lj,125900449,Gt_Lj,797614565,2129,1小时前,普通主播,星河计划,怀旧服,2019-10-30,2024-12-29,-,28村-免费版,50,1,4小时3分钟8秒,4小时3分钟8秒,18,18,13小时3分钟41秒,1,5599,71,6,7,
2463367828345671,大话西游2陈哒浪,78425222619,78425222619,78425222619,78425222619,7553,4小时前,普通主播,星河计划,星河计划,2022-03-04,2024-08-03,-,20村,50,1,10小时48分钟40秒,10小时48分钟40秒,3,16,12小时57分钟24秒,0,154,1,0,1,
906428892319758,大话西游2搬砖小后生,bzxhs666888,40101498835,bzxhs666888,40101498835,1508,15小时前,普通主播,星河计划二十四期,星河计划,2025-07-27,2025-11-14,-,3村,50,1,4小时29分钟19秒,4小时29分钟19秒,14,14,12小时48分钟29秒,2,516,5,38,3,
3872896966473550,大话2雪米饼,50692112211,50692112211,50692112211,50692112211,2388,0小时前,普通主播,星河计划,星河计划,2025-09-08,2025-09-28,-,31村,50,1,6小时20分钟31秒,6小时20分钟31秒,4,17,12小时45分钟36秒,2,8227,25,21,2,
13250130525,大话2卡卡,135871871,135871871,1250927852,1250927852,12318,21小时前,普通主播,星河计划二十六期,免费版,2022-06-29,2025-12-31,-,免费版直播村,50,1,2小时33分钟8秒,2小时33分钟8秒,5,21,12小时41分钟28秒,1,2768,22,14,5,
63774743013,小柒丶,xiaoqiggdd,96083905,xiaoqiggdd,1450169074,857,1日前,普通主播,星河计划二十五期,免费版,2020-12-28,2025-12-07,-,7村-免费版,50,1,1小时48分钟35秒,1小时48分钟35秒,5,23,12小时27分钟4秒,0,0,0,0,7,
963638819559038,小酌怡情,81288904127,81288904127,81288904127,81288904127,192,3小时前,普通主播,星河计划二十七期,星河计划,2026-01-24,2026-02-02,-,16村,50,1,5小时50分钟45秒,5小时50分钟45秒,13,8,12小时26分钟42秒,0,9275,39,39,2,
1238515774402816,虎头怪,90310927308,90310927308,90310927308,90310927308,3321,17小时前,普通主播,星河计划,星河计划,2026-01-29,2024-10-10,-,25村,50,1,6小时4分钟35秒,6小时4分钟35秒,9,11,12小时26分钟37秒,0,0,0,0,2,
101556856193,六颗葡萄,liukeputao57,3730570783,liukeputao57,3489535789,21163,21小时前,普通主播,情义计划,,2021-12-04,2023-07-07,-,,50,1,2小时18分钟4秒,2小时18分钟4秒,14,23,12小时21分钟58秒,3,49400,126,127,5,
1719229717423107,大话西游2邯郸猴哥,dahuaxiyou2h49,4150281965,dahuaxiyou2h49,3902222066,1418,1日前,普通主播,星河计划,星河计划,2021-10-17,2024-06-29,-,6村,50,1,3小时50分钟33秒,3小时50分钟33秒,5,14,12小时18分钟55秒,0,97,0,0,3,
75710964375,、静静啊,183218753,183218753,1354158594,1354158594,2251,8小时前,普通主播,星河计划,星河计划,2021-04-29,2024-03-28,-,16村,50,1,14小时35分钟44秒,14小时35分钟44秒,13,11,11小时58分钟4秒,0,25753,63,92,1,
4163182199050505,大话西游2小暖,70334040354,70334040354,70334040354,70334040354,5089,3小时前,普通主播,情义计划,,2023-11-20,2023-11-08,-,,50,1,5小时21分钟14秒,5小时21分钟14秒,5,41,11小时39分钟19秒,1,4009,10,4,2,
77172911681,大话西游2九晨,DjH_9527,658574506,DjH_9527,1643923625,284,2小时前,普通主播,星河计划,星河计划,2024-03-24,2024-11-29,-,19村,50,1,3小时14分钟7秒,3小时14分钟7秒,2,28,11小时38分钟29秒,0,0,0,0,4,
58039808204,大话西游2二小,wang1595585999,1927213271,wang1595585999,737175177,815,20小时前,普通主播,星河计划,怀旧服,2025-03-13,2025-03-11,-,35村-免费版,50,1,11小时19分钟15秒,11小时19分钟15秒,2,17,11小时36分钟31秒,0,57,0,0,1,
106890939428,小啊进,1751212509,1751212509,1963091933,1963091933,548,3小时前,普通主播,星河计划,怀旧服,2019-11-22,2025-09-21,-,28村-免费版,50,1,23小时56分钟52秒,23小时56分钟52秒,1,6,11小时35分钟15秒,0,118,3,0,0,
3257201490144157,紫郡公子(六边形战士),24641867907,24641867907,24641867907,24641867907,1212,9小时前,普通主播,星河计划,怀旧服,2025-06-25,2025-07-08,-,免费版直播村,50,1,8小时1分钟7秒,8小时1分钟7秒,2,14,11小时29分钟38秒,0,80,0,0,1,
56444600055,大话2黑殇,1184931589,1184931589,1013386927,1013386927,1081,14小时前,普通主播,星河计划,星河计划,2019-10-09,2025-06-17,-,25村,50,1,5小时41分钟22秒,5小时41分钟22秒,6,21,11小时29分钟29秒,0,339,1,0,2,
3104611041024232,大话西游2神兵小伟（垫底伟）,68411116903,3513578504,68411116903,3271951786,6544,18小时前,普通主播,星河计划,星河计划,2021-11-18,2024-03-27,-,20村,50,1,4小时10分钟22秒,4小时10分钟22秒,9,17,11小时13分钟34秒,0,577,1,-2,3,
4007077459274543,大话2豆腐乳,74155938141,74155938141,74155938141,74155938141,243,20小时前,普通主播,星河计划二十六期,星河计划,2026-01-26,2026-01-19,-,23村,50,1,5小时5分钟3秒,5小时5分钟3秒,7,12,11小时8分钟45秒,2,1226,11,28,2,
97224188757277,张鱼小丸子,Zy425420987,41538569930,Zy425420987,41538569930,1804,7小时前,普通主播,星河计划,免费版,2024-10-09,2024-10-15,-,7村-免费版,50,0,1小时47分钟37秒,1小时26分钟5秒,25,24,11小时4分钟24秒,1,2453,79,6,8,
1517770066110509,大话西游2四海,54778335532,54778335532,54778335532,54778335532,2983,4小时前,普通主播,星河计划,星河计划,2024-08-06,2024-07-16,-,18村,50,1,3小时59分钟31秒,3小时59分钟31秒,1,21,11小时1分钟3秒,1,810,0,1,3,
80718288361,小华,937009392,937009392,1307010366,1307010366,1040,3小时前,普通主播,星河计划,星河计划,2025-06-04,2025-06-09,-,31村,50,1,2小时53分钟38秒,2小时53分钟38秒,2,19,10小时56分钟3秒,0,81,0,0,4,
103490971055,@阿然,wr6811,1800484013,wr6811,1660646650,828,8小时前,普通主播,星河计划,星河计划,2021-01-30,2024-09-09,-,23村,50,1,7小时15分钟2秒,7小时15分钟2秒,3,5,10小时35分钟40秒,0,138,4,0,1,
4405090538506096,旧辞,38039723377,38039723377,38039723377,38039723377,43,16小时前,普通主播,星河计划二十六期,星河计划,2025-12-31,2025-12-26,-,16村,50,1,5小时9分钟44秒,5小时9分钟44秒,5,12,10小时33分钟40秒,0,5,0,0,2,
1934734203305815,大话西游2灵灵酒,dahuaxiyou009,3924146089,dahuaxiyou009,3679400691,2329,6小时前,普通主播,星河计划,星河计划,2025-01-25,2024-03-27,-,13村,50,1,2小时7分钟17秒,2小时7分钟17秒,75,23,10小时29分钟57秒,3,31842,74,58,5,
2270911447433708,大话西游2唐山小胖,53285989425,53285989425,53285989425,53285989425,147,0小时前,普通主播,星河计划二十六期,免费版,2025-05-17,2026-01-03,-,28村-免费版,50,1,10小时22分钟11秒,10小时22分钟11秒,5,15,10小时28分钟3秒,0,374,0,0,1,
54304116311515,大话西游2威然,76983347496,76983347496,76983347496,76983347496,1624,1小时前,普通主播,星河计划-进阶,怀旧服,2025-08-26,2025-08-25,-,免费版直播村,50,1,4小时1分钟26秒,4小时1分钟26秒,0,14,10小时26分钟4秒,0,111,1,0,3,
97682905391,命硬,38720557554,38720557554,38720557554,38720557554,657,1日前,普通主播,星河计划,星河计划,2022-03-15,2025-10-22,-,21村,50,1,9小时40分钟53秒,9小时40分钟53秒,1,10,10小时11分钟37秒,0,16,0,0,1,
3148610279330960,大话西游2汪先生,dhxy2dyf,3831891091,dhxy2dyf,3585677007,3514,4小时前,普通主播,星河计划,星河计划,2023-09-14,2024-06-26,-,23村,50,1,4小时37分钟54秒,4小时37分钟54秒,2,15,10小时6分钟58秒,0,25,0,0,2,
2497682005828344,大话西游2猎人,lier5577,3767430934,lier5577,3520382113,1895,1小时前,普通主播,星河计划,星河计划,2022-02-24,2025-04-22,-,18村,50,1,6小时13分钟36秒,6小时13分钟36秒,0,22,10小时6分钟13秒,0,2,0,0,2,
3729197990416632,大话西游2风度翩翩,63189118633,63189118633,63189118633,63189118633,211,2小时前,普通主播,星河计划二十六期,免费版,2026-01-22,2026-01-22,-,7村-免费版,50,1,12小时15分钟10秒,12小时15分钟10秒,2,8,10小时4分钟15秒,0,7,0,0,1,
2165384783609017,大话西游2巴特尔,20318874966,20318874966,20318874966,20318874966,305,20小时前,普通主播,星河计划,星河计划,2025-11-11,2025-07-29,-,31村,50,1,2小时58分钟2秒,2小时58分钟2秒,1,19,9小时59分钟44秒,1,1884,8,8,3,
500994926974487,大话西游2尛神龙,TTcxl666,3715661060,TTcxl666,3472896078,2125,2小时前,普通主播,星河计划,星河计划,2025-06-24,2025-06-20,-,20村,50,1,5小时28分钟30秒,5小时28分钟30秒,4,15,9小时56分钟23秒,0,547,0,3,2,
97415214690,信哲,861010671,861010671,1990478237,1990478237,2388,19小时前,普通主播,大话2免费版怀旧服创作计划,怀旧服,2019-07-28,2024-07-22,-,28村-免费版,50,1,1小时43分钟7秒,1小时33分钟56秒,1,9,9小时55分钟33秒,0,148,0,0,6,
